,X1,X2,y
0,2.0260356722962087,-7.865879432644425,2
1,2.8423052185871414,-3.5758729163990806,2
2,-6.072311927857904,-4.450556118379766,0
3,-3.6454381706341046,-3.596085742386843,0
4,-7.275763737192607,3.3612124960483127,1
5,7.937892999562775,-2.404996959433172,2
6,-7.30891268680457,-4.346626701150244,0
7,-9.149820980318815,3.2684925866104755,1
8,-14.065753216730464,4.263728630175473,1
9,-10.69395011837875,-3.6969731255096643,0
10,-8.788324837814297,6.82860805592798,1
11,3.4767961965899232,-4.352613800602777,2
12,3.3774339787122885,-6.249562055657822,2
13,5.261283064627686,-2.6424330042513233,2
14,-6.425956637715967,-7.320941230708495,0
15,-3.1337561688580955,0.033113549384658825,0
16,-11.36730471166641,2.4409690020415926,1
17,-7.700202966785288,1.6853720273399455,1
18,-10.389201483920807,-6.11531735333749,0
19,-7.202067330357927,7.711391004197198,1
20,-12.337477102218688,-2.0130997300398237,0
21,-2.431017954783224,2.802484523438933,1
22,-9.976530788268146,-5.8382655557859,0
23,3.9979661957151893,-2.8106009707301096,2
24,-8.74950483965226,-6.665931551635268,0
25,-10.26712081634261,3.889760687019509,1
26,-7.644865557180176,-4.733417175180272,0
27,-8.996899505249399,7.435067082847734,1
28,-1.1407354953554858,-2.150414556295962,2
29,-8.627699781947612,8.769123172873957,1
30,-7.225367387655937,-3.6457066319039346,0
31,-6.811113993430804,-0.8792964498417444,0
32,-4.003213637716413,-1.3792295558767886,0
33,-7.710719517993896,4.79974685816136,1
34,-8.51570852421056,3.59870260123541,1
35,-12.73483794928564,4.192597812862435,1
36,-7.000892995529773,10.173585891650562,1
37,-9.741940452664732,3.811282118319027,1
38,-9.410175323937562,-4.3649973995995675,0
39,-7.124499087698251,7.437810760883728,1
40,-9.745293563313494,10.382075853919673,1
41,-7.333522592317538,-3.2104962921906193,0
42,-8.289072854116217,7.153541671502305,1
43,-11.111126961652738,-6.365131568380722,0
44,-10.563471786325552,-3.724955607024829,0
45,-10.230861092436122,6.207493531783223,1
46,-9.169735098129612,-2.029009882610874,0
47,-6.0726020171454005,4.093514340499039,1
48,-6.990581850455093,-3.196393082888134,0
49,-0.9814747163229831,-7.127053477686615,2
50,-12.690513390812274,5.889737198449317,1
51,-8.906797606370022,-0.3710782014687588,0
52,3.4349467188458376,-6.60083577425444,2
53,-6.005000841760642,-5.807305813970152,0
54,2.2084980789743844,-1.989099907841894,2
55,-7.926444201070792,4.975314956500856,1
56,-12.522675265584981,9.195776333415353,1
57,-10.447600721454235,0.3617277988916179,1
58,-5.472247666214614,-2.134318207484415,0
59,0.7724816599150832,-6.5777312613399275,2
60,-7.829306234351664,-6.397092845098222,0
61,-2.227418967160858,-8.830589136229168,0
62,-9.76817585114707,-7.702088148562716,0
63,-8.272706885792605,-4.945876220242653,0
64,-4.613434604062598,2.428537687690506,2
65,1.3419224734624646,-5.4900628680501296,2
66,1.8574691808607822,-3.1997558206126926,2
67,-9.180685046032664,4.656720787623748,1
68,4.224291486065868,-0.6572321867170174,2
69,-7.683254288208098,-5.8054858615192,0
70,-7.055671931674607,-3.932084590435341,0
71,-9.397446001503056,-4.425949216026111,0
72,2.5888721078138777,-1.6154611887947605,2
73,-11.77605084053018,-9.132535365825742,0
74,-10.531451078831926,5.730011261686015,1
75,2.6058032273155796,0.012077131835338761,2
76,-1.473758493753861,-3.5096809043299806,2
77,-7.233371218372232,6.210600728419984,1
78,-8.835807532080372,1.965686220945324,1
79,-10.560601455264923,-9.459543995271282,0
80,-8.373323810904742,-0.41628983780365836,0
81,2.0550413365748144,-0.3631474568584787,2
82,-8.621176638415452,9.551137715078653,1
83,-4.280417266465693,-3.8017921390221443,0
84,3.4285928340974476,-2.145888269046929,2
85,-8.670863109027156,-8.980234268265118,0
86,-9.73659617494261,2.479550789516659,1
87,-10.66108792969147,-3.633614718544007,0
88,1.1896518142967405,-3.2602562648518982,2
89,5.280367208358394,-3.2310141907024352,2
90,3.5410613029372,-6.643380329913154,2
91,-10.27750767003191,5.991309533275385,1
92,-1.9834021682791652,-2.6818804803313405,2
93,-8.759397988255385,10.985985632851234,1
94,-12.011096351417823,7.694013579559826,1
95,-9.46019048503893,-2.8664389835931527,0
96,2.2353209784639434,-1.8141807465084487,2
97,-9.742185054321716,-4.92848102209625,0
98,-10.61144368422342,9.039773802509838,1
99,-3.6251980450602073,-4.221936327088693,2
100,-1.3154277234025833,-1.3848303666172241,2
101,-6.442646584537061,-4.3616584227187,0
102,-9.97067609841407,-0.873670453052747,0
103,-7.745935085535246,-4.475632161317423,0
104,-7.376489384457068,0.2626946082039634,0
105,-1.347357082527151,-5.441428246222637,2
106,0.8318901404426844,-5.5457840138138526,2
107,-6.620705437421392,-9.440573847395932,0
108,4.37204442215792,-2.8690495307930313,2
109,-7.365426758292255,-0.6231560797764137,0
110,0.7083370777981055,-5.206676880989957,2
111,-1.504268942549015,-4.721159756015085,2
112,-5.57598873711458,-6.677364837508772,0
113,-5.496060337207789,2.118425062929377,1
114,-5.791328425072236,-5.400801154632528,0
115,0.7431403654745485,-0.9781511050384544,2
116,-6.6774341985044146,0.5184123652596195,0
117,-7.55845484396867,-5.097462811645702,0
118,-1.8374912754807884,-3.816442180242108,2
119,-10.183093464328605,6.46197489438571,1
120,-14.13401348354585,-1.6385516211721942,1
121,3.559487943381952,-2.0426465734209525,2
122,-9.656236820199933,9.32184790039161,1
123,-8.937046398718673,5.051515027423729,1
124,-10.769338927723322,-4.696041996820822,0
125,-11.38769644705026,5.625923012828202,1
126,4.413164479425451,-8.00751493552804,2
127,-7.738824419583255,-5.3770004936873805,0
128,0.6836281233675783,-2.8117675578528063,2
129,1.6014476523572305,-3.3883145532755083,2
130,-9.088239730483942,5.938861896458248,1
131,-9.17215636782428,-6.81881701031031,0
132,-7.619317310907627,-6.751484747569576,0
133,-11.634117484499809,4.090002091832618,1
134,-7.77331487082075,-4.871322301243168,0
135,-0.5187774171578234,-5.837190957217475,2
136,-9.89567680470736,6.1555390840937445,1
137,0.8586239640057429,-7.135356436173295,2
138,4.459472561889772,1.053985301814472,2
139,-13.995021295308717,5.991334544545301,1
140,-4.612884254771037,-7.915732630884576,0
141,-9.665797342833086,-3.016332921003692,0
142,-9.654945337082289,-6.9420516803359185,0
143,-12.221907921078502,-2.063254643936372,0
144,-10.823968686917201,2.354442061872775,1
145,-10.96650268524732,-9.649588717985832,0
146,-8.265217163861244,-3.5602740087603024,0
147,-6.21710104217428,-2.9139799360410055,0
148,-9.846463880503943,7.312724670203699,1
149,-1.13811277462474,-4.127441389730502,2
150,4.812298417127753,-4.506095954973221,2
151,6.097042238309645,0.6100261642058422,2
152,1.3146520523720842,-6.907418291294835,2
153,-8.739631052013518,-6.219763258836663,0
154,2.805488656411254,-2.6352063292318606,2
155,-14.51075056722598,2.697975352733873,1
156,-8.257083773837799,5.676274038217721,1
157,1.5999476145378333,-5.6419020970192495,2
